id,loan_amount,funded_amount,funded_amount_investors,term,interest_rate,installment,employment_length,home_ownership,annual_income,verification_status,loan_status,purpose,debt_to_income_ratio,no_delinquency_2yrs,inquiries_last_6mths,no_open_accounts,public_records,revolving_balance,revolving_utillization,no_total_account,total_payment,total_payment_investors,total_received_principal,total_received_interest,last_payment_amnt,repay_fail
219623,20000.0,20000.0,2125.003567,36,16.15,704.63,10,0,67000.0,1,3,4,21.83,0.0,4.0,9.0,1.0,33295.0,90.7,25.0,5636.14,598.4,3651.71,1984.43,704.63,1
389021,7750.0,7750.0,5650.003093,36,12.21,258.2,7,0,41700.0,1,0,1,17.78,0.0,0.0,6.0,0.0,14610.0,76.9,13.0,1031.12,751.32,727.21,303.91,258.2,1
739289,11250.0,11250.0,11250.0,60,13.99,261.71,5,0,64000.0,2,0,4,12.68,0.0,3.0,9.0,0.0,29124.0,64.4,24.0,522.28,522.28,262.06,260.22,261.71,1
443054,5000.0,5000.0,4950.0,36,15.31,174.08,9,4,47496.0,1,0,2,3.79,0.0,3.0,3.0,0.0,2029.0,20.3,4.0,750.0,742.5,290.03,247.97,190.0,1
721594,6500.0,6500.0,6500.0,36,12.68,218.02,9,0,55200.0,1,0,0,20.39,2.0,0.0,9.0,0.0,35294.0,95.9,49.0,1737.44,1737.44,1235.05,502.39,218.02,1
389428,12000.0,12000.0,6449.997573,36,13.47,407.08,7,0,25568.0,2,0,4,9.2,0.0,1.0,10.0,0.0,11377.0,94.8,17.0,934.73,502.16,272.0,134.57,407.08,1
67477,9000.0,9000.0,1825.015437,36,14.82,311.2,1,0,88800.0,1,3,2,19.34,0.0,0.0,15.0,0.0,38329.0,77.3,27.0,5599.98,1134.9,4003.84,1596.14,311.2,1
520859,5000.0,5000.0,4925.0,36,13.11,168.74,7,4,26400.0,0,0,11,11.86,1.0,1.0,4.0,0.0,75.0,25.0,9.0,551.6,543.31,228.97,107.77,168.74,1
381618,8725.0,8725.0,8333.81,36,9.32,278.74,10,0,52000.0,0,0,0,16.59,0.0,0.0,13.0,0.0,43232.0,41.1,22.0,3900.91,3732.26,3089.09,789.61,278.74,1
233977,25000.0,25000.0,300.0051736,36,12.04,830.84,4,4,105000.0,1,3,0,3.73,0.0,2.0,2.0,1.0,1554.0,9.1,2.0,19562.82,234.5,14920.9,4187.96,830.84,1
966834,6800.0,6800.0,6800.0,36,10.65,221.5,3,4,52852.0,0,0,4,6.79,0.0,1.0,17.0,0.0,6893.0,24.5,18.0,4429.36,4429.36,3498.2,917.2,221.5,1
834286,9000.0,9000.0,8825.0,36,11.49,296.75,3,4,26400.0,0,0,0,15.86,1.0,0.0,9.0,0.0,12689.0,34.5,17.0,6750.5,6619.13,5114.27,1397.87,593.5,1
554275,18000.0,18000.0,17875.0,60,16.32,440.8,6,3,48000.0,2,0,4,20.45,0.0,0.0,11.0,1.0,18676.0,57.8,31.0,2967.07,2946.49,1005.12,1194.73,440.8,1
731219,31000.0,31000.0,14999.9979,60,15.65,748.11,10,0,106305.6,2,0,0,8.51,0.0,0.0,11.0,0.0,19359.0,45.1,31.0,12759.15,6171.27,2877.0,3102.84,748.11,1
1053217,22800.0,22800.0,22775.0,60,17.27,569.96,8,4,68000.0,0,0,1,10.02,0.0,1.0,11.0,0.0,14174.0,65.6,20.0,18005.4,17985.75,7198.55,7049.56,32.0,1
696337,10500.0,10500.0,10500.0,60,16.02,255.46,9,3,60000.0,2,0,0,3.96,0.0,5.0,4.0,0.0,7576.0,33.7,10.0,5314.29,5314.29,2465.48,2378.16,510.92,1
550763,12000.0,12000.0,11741.34099,60,11.49,263.86,4,4,24724.0,2,0,4,17.47,0.0,0.0,6.0,0.0,9737.0,60.5,21.0,6050.65,5909.57,2201.91,1491.06,30.66,1
227065,15000.0,15000.0,974.9942067,36,14.57,516.83,10,0,49898.0,1,3,4,25.4,0.0,0.0,14.0,0.0,11937.0,52.8,27.0,11581.62,751.9,7987.73,3093.86,578.79,1
840801,6400.0,6400.0,6400.0,36,15.99,224.98,10,0,50000.0,2,0,2,9.34,0.0,0.0,13.0,1.0,3210.0,97.3,21.0,4191.41,4191.41,2475.42,1469.44,150.0,1
782387,9600.0,9600.0,9600.0,60,20.2,255.42,1,3,35004.0,2,0,4,5.52,0.0,2.0,5.0,0.0,5167.0,68.8,9.0,9689.08,9689.08,4409.62,4530.08,28.8,1
519090,25000.0,15350.0,14244.07378,36,10.99,502.47,10,0,120000.0,0,0,4,8.6,0.0,2.0,11.0,0.0,13385.0,50.7,21.0,13813.74,12465.02,10999.26,2567.24,43.24,1
526248,14000.0,14000.0,13706.2877,60,16.82,346.59,4,0,80000.0,1,0,3,14.05,0.0,0.0,12.0,0.0,24955.0,94.6,20.0,11610.95,10988.46,5821.42,5321.47,346.94,1
550078,6000.0,6000.0,5950.0,36,13.61,203.94,8,3,36000.0,1,3,3,15.1,0.0,6.0,9.0,0.0,141.0,5.0,15.0,2047.59,2030.58,1276.79,554.08,203.94,1
696344,8000.0,8000.0,8000.0,36,12.68,268.33,7,0,99220.0,2,0,4,3.2,0.0,0.0,11.0,0.0,6465.0,84.0,16.0,5019.13,5019.13,2745.96,994.84,268.33,1
455614,5000.0,5000.0,5000.0,36,12.87,168.17,1,0,52800.0,1,0,3,16.57,0.0,1.0,7.0,0.0,1465.0,63.7,15.0,4749.89,4749.89,3714.84,990.56,168.17,1
407124,7000.0,7000.0,6775.0,36,8.94,222.41,1,4,15090.0,0,0,2,12.17,0.0,2.0,4.0,0.0,6103.0,34.5,6.0,1066.54,1032.21,724.35,342.19,100.03,1
535336,8500.0,8500.0,8318.139253,36,7.14,263.0,10,0,50000.0,1,0,4,15.62,0.0,0.0,6.0,0.0,11749.0,28.0,12.0,5251.4,5034.82,4490.09,761.31,263.0,1
439493,20000.0,20000.0,19852.74958,36,11.14,656.07,3,0,150000.0,0,0,4,0.82,0.0,1.0,8.0,0.0,4363.0,10.5,21.0,17088.31,16920.95,13754.78,3300.75,1344.94,1
773063,35000.0,35000.0,34975.0,60,19.69,921.26,4,0,135000.0,0,0,3,10.49,1.0,0.0,11.0,0.0,28311.0,77.6,27.0,13693.42,13683.74,4978.93,6988.87,921.26,1
372600,15000.0,15000.0,11563.21739,36,10.95,490.71,10,0,110000.0,0,0,0,1.07,0.0,0.0,6.0,0.0,3889.0,18.3,20.0,10141.16,9100.82,7719.9,2086.9,490.71,1
815728,14000.0,14000.0,13926.76886,60,11.49,307.83,10,0,40056.64,1,0,4,8.33,0.0,1.0,8.0,0.0,7880.0,12.1,15.0,6463.45,6333.73,4001.22,2462.23,31.71,1
831169,11000.0,11000.0,8609.620403,36,10.59,358.0,3,0,42000.0,1,0,0,14.94,0.0,0.0,5.0,0.0,477.0,3.9,28.0,6447.71,3338.11,4641.1,1441.19,366.0,1
864057,28000.0,28000.0,28000.0,36,12.99,943.3,1,0,160000.0,2,0,4,15.14,0.0,0.0,7.0,0.0,39975.0,88.1,33.0,20751.38,20751.38,15793.74,4941.48,943.3,1
797424,9000.0,9000.0,9000.0,36,5.42,271.44,10,0,76000.0,1,0,2,11.59,0.0,0.0,10.0,0.0,37888.0,57.4,32.0,3104.77,3104.77,2348.75,359.25,271.44,1
627543,3600.0,3600.0,3600.0,36,12.98,121.27,4,0,65000.0,1,0,4,12.41,0.0,1.0,7.0,0.0,1446.0,33.6,8.0,2638.64,2638.64,1926.54,616.35,121.27,1
611331,7000.0,7000.0,7000.0,60,13.35,160.53,3,4,29550.0,0,0,1,19.44,0.0,2.0,14.0,0.0,2388.0,33.2,28.0,4494.67,4494.67,1833.28,1365.52,160.53,1
886292,25500.0,25500.0,25500.0,36,17.27,912.58,2,0,75000.0,2,0,0,8.93,0.0,1.0,6.0,0.0,7736.0,75.1,13.0,12884.24,12884.24,7731.29,4120.94,912.58,1
370696,10000.0,10000.0,6629.780342,36,9.63,320.95,10,4,70000.0,1,0,4,6.31,0.0,2.0,11.0,0.0,20423.0,46.7,41.0,8655.66,5169.85,7215.99,1439.67,320.95,1
596450,2000.0,2000.0,2000.0,60,16.32,48.98,3,4,42000.0,1,0,4,24.2,0.0,2.0,9.0,0.0,8002.0,79.2,26.0,329.72,329.72,111.54,132.56,48.98,1
148763,7500.0,7500.0,1249.997451,36,11.22,246.33,1,4,20000.0,1,3,4,5.46,0.0,7.0,8.0,0.0,4310.0,50.7,10.0,738.72,123.0,533.38,205.34,246.33,1
520899,9000.0,5750.0,4360.681695,60,7.88,116.26,10,0,57600.0,1,0,5,12.17,0.0,2.0,10.0,0.0,42972.0,56.9,34.0,347.34,242.91,236.08,111.26,116.26,1
1010000,15000.0,15000.0,15000.0,36,11.71,496.14,1,4,36021.96,2,0,4,16.42,0.0,0.0,8.0,0.0,14824.0,84.8,21.0,6945.0,6945.0,5208.71,1722.55,496.14,1
557932,12000.0,12000.0,11925.0,60,16.45,294.7,5,0,69996.0,1,0,4,18.64,0.0,1.0,14.0,0.0,10146.0,58.3,20.0,5348.9,5315.57,2627.01,2657.35,294.7,1
788280,12225.0,12225.0,11175.0,60,17.49,307.06,1,0,105000.0,1,0,4,4.23,0.0,0.0,12.0,1.0,13950.0,93.0,21.0,6931.98,6336.2,4971.34,1543.07,5000.0,1
918917,10000.0,10000.0,10000.0,36,16.29,353.01,5,0,120000.0,1,0,10,12.84,0.0,2.0,18.0,0.0,21927.0,60.8,24.0,8711.61,8711.61,5809.4,2296.26,353.01,1
1061135,7200.0,7200.0,7200.0,36,11.71,238.15,2,4,33000.0,1,0,1,12.69,0.0,0.0,10.0,0.0,9071.0,70.3,13.0,7338.4,7338.4,5810.48,1323.62,238.15,1
422571,2500.0,2500.0,2350.0,36,14.59,86.17,8,4,54996.0,1,0,7,15.45,0.0,1.0,13.0,0.0,9592.0,36.5,16.0,864.11,812.26,526.1,247.99,86.17,1
832729,3000.0,3000.0,3000.0,36,11.49,98.92,1,4,20000.0,1,0,4,19.2,0.0,2.0,8.0,0.0,7650.0,94.4,13.0,860.62,860.62,356.89,136.51,98.92,1
642467,5000.0,5000.0,4975.0,60,9.99,106.22,1,4,36000.0,1,0,2,13.03,0.0,0.0,10.0,0.0,5434.0,26.9,14.0,1422.54,1415.44,878.23,499.45,106.22,1
132060,8550.0,8550.0,1174.995273,36,17.22,305.77,1,4,60000.0,1,3,0,8.84,0.0,4.0,6.0,0.0,5059.0,79.0,6.0,3972.15,544.7,2594.24,1377.91,305.77,1
865523,21500.0,21500.0,21475.0,36,16.89,765.36,5,4,65000.0,0,0,0,9.18,0.0,2.0,11.0,0.0,13471.0,29.5,16.0,18691.79,18670.21,13278.29,5338.82,4152.0,1
363271,25000.0,25000.0,3428.7883,36,13.36,846.7,4,0,128000.0,2,0,0,16.62,0.0,1.0,10.0,0.0,46663.0,47.4,30.0,3384.96,767.2,2310.46,1074.5,846.7,1
142496,9100.0,9100.0,1125.0,36,10.28,294.83,1,0,34000.0,1,3,3,10.66,0.0,12.0,5.0,0.0,1521.0,27.7,6.0,6599.67,814.6,5493.25,927.55,294.83,1
635326,8500.0,8500.0,7975.0,36,6.17,259.25,1,4,23000.0,1,0,4,22.9,0.0,2.0,9.0,0.0,9908.0,43.7,44.0,5441.1,5104.89,4764.2,676.9,259.25,1
363172,8000.0,8000.0,2785.3,36,12.72,268.48,8,0,48000.0,1,3,1,18.5,0.0,4.0,5.0,0.0,7368.0,82.8,13.0,6868.15,2375.88,5214.59,1482.16,268.48,1
545930,19000.0,13500.0,13175.0,60,11.49,296.84,9,4,40000.0,1,0,4,21.12,0.0,0.0,12.0,0.0,21481.0,75.4,17.0,13403.0,13079.42,8845.87,3918.25,83.6,1
730606,3600.0,3600.0,3600.0,60,16.4,88.32,2,4,50000.0,0,0,4,20.26,0.0,0.0,15.0,0.0,15954.0,72.5,28.0,594.31,594.31,200.36,239.79,88.32,1
1020966,12000.0,12000.0,11950.0,60,14.27,280.91,10,0,60000.0,1,0,4,10.58,0.0,1.0,7.0,0.0,6049.0,96.0,29.0,7865.48,7832.6,4544.13,3321.35,28.08,1
453460,8000.0,8000.0,7914.771494,36,16.0,281.26,5,4,51600.0,1,3,7,20.26,0.0,7.0,9.0,0.0,1473.0,32.7,10.0,9080.33,8981.03,6821.64,2132.93,306.69,1
567956,16000.0,16000.0,15226.15,36,14.35,549.57,10,0,82500.0,0,0,1,18.3,1.0,3.0,9.0,0.0,14306.0,50.0,42.0,6573.09,6538.44,4210.44,1834.13,370.69,1
1037687,20000.0,20000.0,19975.0,60,19.91,528.88,1,4,41600.0,0,0,4,15.35,0.0,0.0,9.0,0.0,13318.0,78.3,17.0,14234.29,14216.52,5461.61,6697.8,528.88,1
753785,26500.0,18175.0,18150.0,60,15.99,441.89,10,0,78000.0,0,0,4,27.45,0.0,2.0,13.0,0.0,30007.0,46.8,38.0,5300.83,5293.6,2564.4,2724.3,441.89,1
211723,8000.0,8000.0,1575.003782,36,11.09,262.26,4,3,72000.0,1,0,13,5.12,0.0,0.0,2.0,0.0,14653.0,95.1,8.0,2135.14,417.83,1353.01,479.57,262.26,1
636187,9000.0,9000.0,8875.0,60,10.36,192.83,10,0,85000.0,2,0,13,20.34,0.0,1.0,18.0,0.0,49358.0,62.6,36.0,575.58,567.6,346.63,228.95,192.83,1
837813,5000.0,5000.0,5000.0,36,7.49,155.51,1,0,52500.0,1,0,9,5.19,0.0,4.0,8.0,0.0,9204.0,29.3,43.0,4251.47,4251.47,3477.49,543.15,155.51,1
190846,25000.0,25000.0,2550.009713,36,13.75,851.41,5,4,75000.0,1,0,3,19.78,0.0,2.0,8.0,0.0,12308.0,43.6,12.0,7661.88,781.02,5323.38,2338.5,851.41,1
854654,17800.0,17800.0,17800.0,60,11.49,391.38,4,0,95000.0,2,0,10,15.63,0.0,2.0,8.0,0.0,27917.0,77.5,26.0,7044.46,7044.46,4306.91,2720.11,391.38,1
527312,8400.0,8400.0,8232.403109,36,14.84,290.54,3,4,130000.0,0,0,4,8.28,0.0,3.0,8.0,0.0,5476.0,66.0,30.0,8253.72,8080.33,3546.79,1682.26,291.24,1
501047,2500.0,2500.0,2500.0,36,15.33,87.08,6,4,38400.0,1,0,7,17.81,0.0,0.0,5.0,0.0,8754.0,90.2,10.0,1630.0,1630.0,1106.96,459.04,87.08,1
652764,16000.0,16000.0,15975.0,60,17.88,405.26,4,4,75108.0,0,0,4,13.71,0.0,1.0,7.0,0.0,19663.0,95.9,26.0,14677.21,14654.3,1779.36,2260.34,405.26,1
981989,30750.0,30750.0,30725.0,60,22.35,855.42,1,4,77000.0,0,0,4,23.47,0.0,3.0,3.0,0.0,10336.0,65.8,8.0,24483.78,24463.98,8870.67,12457.57,855.42,1
530856,8000.0,8000.0,7250.0,36,10.38,259.57,1,3,40000.0,1,0,7,2.4,0.0,0.0,3.0,0.0,4506.0,13.5,10.0,7372.89,6680.88,5995.17,1264.39,259.57,1
192581,7000.0,7000.0,550.0012066,36,11.22,229.91,5,0,108000.0,1,3,2,21.97,0.0,7.0,13.0,0.0,7258.0,42.7,48.0,2298.4,180.4,1715.03,583.37,229.91,1
996150,3700.0,3700.0,3700.0,36,9.91,119.24,4,4,35000.0,1,0,9,16.49,0.0,0.0,8.0,1.0,2982.0,26.9,16.0,3924.74,3924.74,3230.13,582.04,119.24,1
768946,8000.0,8000.0,8000.0,60,20.25,213.07,1,4,31200.0,2,0,4,21.12,0.0,0.0,14.0,0.0,13629.0,76.8,26.0,9935.75,9935.75,4962.32,4382.92,441.14,1
512828,14500.0,14500.0,13360.82,36,16.07,510.32,9,0,28000.0,1,3,2,7.71,0.0,4.0,6.0,0.0,902.0,16.4,18.0,7666.8,7181.76,3049.22,1776.16,200.0,1
1043299,20000.0,20000.0,19975.0,60,20.89,539.84,10,0,90000.0,0,0,4,16.23,1.0,0.0,11.0,0.0,21008.0,63.2,13.0,2156.0,2153.32,785.72,1370.28,539.84,1
405894,3200.0,3200.0,3125.57,36,13.16,108.07,6,0,47000.0,1,0,4,11.0,0.0,1.0,6.0,0.0,3371.0,48.2,12.0,248.45,243.47,72.67,34.94,108.07,1
821953,3200.0,3200.0,3200.0,36,10.99,104.75,3,4,84000.0,2,0,7,24.06,0.0,2.0,5.0,0.0,422.0,28.1,20.0,1397.24,1397.24,948.49,304.5,104.75,1
442775,10000.0,10000.0,10000.0,36,12.53,334.67,1,4,40000.0,2,0,4,20.46,0.0,0.0,9.0,0.0,7722.0,66.1,18.0,12112.68,12112.68,7130.67,1894.08,334.67,1
452753,8400.0,8400.0,8350.0,36,11.48,276.94,4,4,96000.0,1,3,10,15.16,0.0,4.0,9.0,0.0,5293.0,29.9,18.0,3054.48,3036.35,2048.43,715.67,276.94,1
457349,16000.0,16000.0,15050.0,36,16.0,562.52,1,4,48000.0,1,0,1,20.6,2.0,2.0,21.0,0.0,10441.0,50.7,30.0,5624.86,5290.27,3700.03,1911.67,562.52,1
575763,4800.0,4800.0,4800.0,60,16.45,117.88,10,3,40000.0,1,0,1,16.68,0.0,0.0,20.0,0.0,12521.0,42.6,33.0,4007.79,4007.79,2228.98,1765.34,117.88,1
679103,17000.0,17000.0,16975.0,60,17.14,423.78,10,4,62000.0,2,0,4,14.63,0.0,3.0,14.0,0.0,16339.0,75.6,26.0,11865.32,11847.94,6168.38,5681.78,423.78,1
607432,6500.0,6500.0,6475.0,60,12.23,145.35,8,0,39996.0,1,0,4,18.99,1.0,3.0,13.0,0.0,3173.0,23.9,21.0,2340.27,2331.34,1354.52,950.0,145.35,1
514399,15000.0,15000.0,14501.91253,36,10.62,488.4,10,4,66000.0,2,0,4,9.55,0.0,0.0,9.0,0.0,17835.0,53.1,41.0,1513.16,1496.71,1073.95,387.95,488.4,1
355250,7500.0,6100.0,0.0,36,11.91,202.35,1,4,60000.0,0,3,1,21.82,0.0,4.0,11.0,0.0,32573.0,65.0,20.0,2428.09,0.0,1796.09,632.0,404.7,1
858453,15600.0,15600.0,15600.0,60,7.49,312.52,1,0,56964.0,2,0,3,0.86,0.0,0.0,7.0,0.0,1355.0,11.9,14.0,13034.89,13034.89,9465.51,2720.74,312.52,1
1042157,2000.0,2000.0,2000.0,36,16.29,70.61,1,4,30972.0,1,0,2,15.61,0.0,2.0,4.0,0.0,2925.0,88.6,5.0,1550.6,1550.6,988.17,420.03,70.61,1
871883,14400.0,14400.0,13400.0,60,10.99,313.02,4,0,70000.0,1,0,13,23.21,0.0,0.0,14.0,0.0,18341.0,74.6,38.0,14790.09,13762.91,363.32,261.66,313.02,1
621063,6000.0,6000.0,6000.0,60,18.54,154.13,1,3,19200.0,2,0,4,15.31,0.0,1.0,3.0,0.0,11995.0,55.0,3.0,5456.63,5456.63,2510.74,2410.26,154.13,1
506881,25000.0,25000.0,24842.45,36,10.99,818.38,4,0,132000.0,1,0,4,18.51,0.0,4.0,16.0,0.0,64514.0,30.8,41.0,20404.77,20281.34,17486.46,1856.91,12818.38,1
997490,5600.0,5600.0,5600.0,36,15.27,194.87,1,4,85000.0,0,0,4,24.8,0.0,2.0,12.0,0.0,27901.0,93.6,19.0,2935.12,2935.12,1874.82,846.6,389.74,1
359736,16000.0,16000.0,3700.008685,36,13.36,541.89,2,0,63000.0,1,3,4,16.69,0.0,6.0,10.0,0.0,19516.0,68.0,38.0,12460.25,2879.14,9473.05,2987.2,541.89,1
668955,6800.0,6800.0,4442.05,60,16.77,168.16,3,0,54000.0,1,0,12,17.11,1.0,2.0,19.0,1.0,15715.0,90.3,35.0,1004.4,1000.74,452.34,552.06,168.16,1
814629,2000.0,2000.0,2000.0,36,11.99,66.42,4,0,55000.0,1,0,3,18.92,1.0,2.0,13.0,1.0,6568.0,29.5,23.0,2280.24,2280.24,1868.66,389.0,66.42,1
802349,12300.0,12300.0,12275.0,60,17.49,308.94,3,0,26004.0,0,0,3,12.46,0.0,1.0,17.0,0.0,9252.0,46.5,32.0,6745.72,6732.07,3292.44,3438.32,568.68,1
865436,1600.0,1600.0,1600.0,36,7.49,49.77,9,4,40000.0,1,0,11,27.45,0.0,1.0,9.0,0.0,12681.0,84.0,45.0,703.64,703.64,533.44,109.28,49.77,1
513834,25000.0,25000.0,25000.0,36,15.33,870.68,2,4,50000.0,0,0,4,14.47,0.0,0.0,8.0,0.0,19493.0,78.6,17.0,26399.42,26399.42,19996.31,6116.89,870.68,1
563076,20000.0,20000.0,19545.33804,36,14.84,691.75,4,4,68400.0,0,0,0,22.56,0.0,1.0,8.0,0.0,22637.0,80.6,34.0,12941.66,12284.66,8874.03,3577.02,41.22,1
623231,5000.0,5000.0,5000.0,36,12.69,167.73,3,0,142000.0,0,0,4,13.28,0.0,1.0,11.0,0.0,32945.0,53.3,22.0,5025.25,5025.25,3858.78,985.63,167.73,1
226735,3000.0,3000.0,2225.0,36,13.3,101.52,1,4,35244.0,1,0,1,24.79,0.0,1.0,9.0,0.0,21573.0,73.7,26.0,810.16,600.48,566.42,243.74,101.52,1
869696,17000.0,17000.0,17000.0,36,11.99,564.57,10,0,30000.0,0,0,4,11.56,0.0,0.0,10.0,0.0,7714.0,21.0,22.0,12859.84,12859.84,9621.24,2787.84,564.57,1
1022563,12000.0,12000.0,12000.0,60,18.25,306.36,3,4,24000.0,0,0,2,7.45,0.0,1.0,4.0,0.0,5209.0,82.7,5.0,10537.42,10537.42,4772.55,4724.61,306.36,1
